314
          16    1023    3
          38    1023    3
          49    1023    3
          51    1023    3
          55    1023    3
          57    1023    3
          59    1023    3
          61    1023    3
          63    1023    3
          66    1023    3
          70    1023    3
          72    1023    3
          74    1023    3
          79    1023    3
          81    1023    3
          83    1023    3
          85    1023    3
          87    1023    3
          89    1023    3
          92    1023    3
          95    1023    3
          97    1023    3
          99    1023    3
         101    1023    3
         104    1023    3
         106    1023    3
         109    1023    3
         111    1023    3
         113    1023    3
         116    1023    3
         119    1023    3
         122    1023    3
         125    1023    3
         128    1023    3
         131    1023    3
         133    1023    3
         135    1023    3
         138    1023    3
         141    1023    3
         144    1023    3
         146    1023    3
         148    1023    3
         151    1023    3
         154    1023    3
         157    1023    3
         159    1023    3
         161    1023    3
         163    1023    3
         167    1023    3
         170    1023    3
         173    1023    3
         176    1023    3
         179    1023    3
         180    1023    3
         185    1023    3
         187    1023    3
         193    1023    3
         199    1023    3
         205    1023    3
         207    1023    3
         210    1023    3
         212    1023    3
         214    1023    3
         217    1023    3
         219    1023    3
         222    1023    3
         224    1023    3
         226    1023    3
         230    1023    3
         232    1023    3
         236    1023    3
         239    1023    3
         242    1023    3
         243    1023    3
         246    1023    3
         249    1023    3
         252    1023    3
         254    1023    3
         260    1023    3
         262    1023    3
         265    1023    3
         267    1023    3
         269    1023    3
         275    1023    3
         280    1023    3
         282    1023    3
         294    1023    3
         296    1023    3
         299    1023    3
         303    1023    3
         306    1023    3
         323    1023    3
         327    1023    3
         329    1023    3
         335    1023    3
         345    1023    3
         347    1023    3
         350    1023    3
         354    1023    3
         356    1023    3
         360    1023    3
         366    1023    3
         371    1023    3
         373    1023    3
         375    1023    3
         377    1023    3
         379    1023    3
         381    1023    3
         383    1023    3
         386    1023    3
         389    1023    3
         398    1023    3
         401    1023    3
         404    1023    3
         407    1023    3
         410    1023    3
         414    1023    3
         416    1023    3
         426    1023    3
         428    1023    3
         432    1023    3
         434    1023    3
         439    1023    3
         445    1023    3
         457    1023    3
         515    1023    3
         546    1023    3
         552    1023    3
         559    1023    3
         566    1023    3
         571    1023    3
         573    1023    3
         646    1023    3
         662    1023    3
         668    1023    3
         756    1023    3
         867    1023    3
         906    1023    3
         921    1023    3
        1027    1023    3
        1046    1023    3
        1121    1023    3
        1133    1023    3
        1191    1023    3
        1194    1023    3
        1271    1023    3
        1479    1023    3
        1509    1023    3
        1513    1023    3
        1521    1023    3
