      40
           1    1023    3 
           2    1023    3
           3    1023    3 
           4    1023    3 
           5    1023    3 
           6    1023    3 
           7    1023    3
           8    1023    3 
           9    1023    3 
          10    1023    3 
          11    1023    3 
          12    1023    3 
          13    1023    3 
          14    1023    3 
          15    1023    3
          16    1023    3 
          17    1023    3 
          18    1023    3 
          19    1023    3 
          20       0    0 
          21    1023    3  
          22    1023    3      
          23    1023    3  
          24    1023    3  
          25    1023    3  
          26    1023    3 
          27    1023    3 
          28    1023    3 
          29    1023    3 
          30    1023    3  
          31    1023    3  
          32    1023    3  
          33    1023    3  
          34    1023    3 
          35    1023    3 
          36    1023    3 
          37    1023    3 
          38    1023    3 
          39    1023    3 
          40    1023    3 
