399
          27    1023    3
          28    1023    3
          31    1023    3
          32    1023    3
          33    1023    3
          37    1023    3
          49    1023    3
          51    1023    3
          53    1023    3
          59    1023    3
          61    1023    3
          63    1023    3
          64    1023    3
          65    1023    3
          67    1023    3
          69    1023    3
          71    1023    3
          73    1023    3
          75    1023    3
          79    1023    3
          80    1023    3
          81    1023    3
          83    1023    3
          85    1023    3
          87    1023    3
          88    1023    3
          89    1023    3
          93    1023    3
          95    1023    3
          96    1023    3
          99    1023    3
         101    1023    3
         102    1023    3
         104    1023    3
         106    1023    3
         107    1023    3
         111    1023    3
         113    1023    3
         116    1023    3
         120    1023    3
         123    1023    3
         124    1023    3
         125    1023    3
         126    1023    3
         130    1023    3
         132    1023    3
         133    1023    3
         136    1023    3
         137    1023    3
         138    1023    3
         142    1023    3
         143    1023    3
         144    1023    3
         145    1023    3
         147    1023    3
         148    1023    3
         150    1023    3
         151    1023    3
         153    1023    3
         154    1023    3
         155    1023    3
         157    1023    3
         158    1023    3
         159    1023    3
         160    1023    3
         161    1023    3
         162    1023    3
         163    1023    3
         164    1023    3
         165    1023    3
         166    1023    3
         168    1023    3
         170    1023    3
         171    1023    3
         173    1023    3
         175    1023    3
         181    1023    3
         183    1023    3
         198    1023    3
         208    1023    3
         211    1023    3
         216    1023    3
         224    1023    3
         228    1023    3
         236    1023    3
         238    1023    3
         242    1023    3
         248    1023    3
         266    1023    3
         268    1023    3
         279    1023    3
         283    1023    3
         311    1023    3
         317    1023    3
         330    1023    3
         333    1023    3
         334    1023    3
         338    1023    3
         340    1023    3
         341    1023    3
         342    1023    3
         349    1023    3
         352    1023    3
         358    1023    3
         361    1023    3
         364    1023    3
         366    1023    3
         367    1023    3
         368    1023    3
         378    1023    3
         390    1023    3
         391    1023    3
         392    1023    3
         394    1023    3
         395    1023    3
         396    1023    3
         397    1023    3
         398    1023    3
         399    1023    3
         404    1023    3
         427    1023    3
         447    1023    3
         464    1023    3
         473    1023    3
         482    1023    3
         484    1023    3
         501    1023    3
         529    1023    3
         556    1023    3
         557    1023    3
         558    1023    3
         560    1023    3
         561    1023    3
         562    1023    3
         564    1023    3
         565    1023    3
         566    1023    3
         569    1023    3
         573    1023    3
         574    1023    3
         577    1023    3
         580    1023    3
         581    1023    3
         584    1023    3
         585    1023    3
         587    1023    3
         590    1023    3
         591    1023    3
         594    1023    3
         597    1023    3
         598    1023    3
         601    1023    3
         604    1023    3
         607    1023    3
         611    1023    3
         614    1023    3
         616    1023    3
         617    1023    3
         619    1023    3
         622    1023    3
         626    1023    3
         628    1023    3
         634    1023    3
         637    1023    3
         638    1023    3
         640    1023    3
         641    1023    3
         642    1023    3
         644    1023    3
         646    1023    3
         647    1023    3
         650    1023    3
         651    1023    3
         652    1023    3
         654    1023    3
         655    1023    3
         657    1023    3
         659    1023    3
         663    1023    3
         667    1023    3
         670    1023    3
         707    1023    3
         710    1023    3
         713    1023    3
         716    1023    3
         730    1023    3
         735    1023    3
         736    1023    3
         739    1023    3
         743    1023    3
         744    1023    3
         746    1023    3
         748    1023    3
         751    1023    3
         754    1023    3
         755    1023    3
         756    1023    3
         757    1023    3
         758    1023    3
         760    1023    3
         761    1023    3
         762    1023    3
         763    1023    3
         766    1023    3
         767    1023    3
         768    1023    3
         771    1023    3
         772    1023    3
         773    1023    3
         776    1023    3
         777    1023    3
         778    1023    3
         779    1023    3
         780    1023    3
         782    1023    3
         783    1023    3
         784    1023    3
         785    1023    3
         786    1023    3
         787    1023    3
         788    1023    3
         789    1023    3
         790    1023    3
         791    1023    3
         792    1023    3
         794    1023    3
         796    1023    3
         798    1023    3
         800    1023    3
         802    1023    3
         803    1023    3
         804    1023    3
         806    1023    3
         807    1023    3
         808    1023    3
         809    1023    3
         811    1023    3
         812    1023    3
         814    1023    3
         816    1023    3
         819    1023    3
         820    1023    3
         821    1023    3
         822    1023    3
         823    1023    3
         824    1023    3
         825    1023    3
         826    1023    3
         827    1023    3
         828    1023    3
         829    1023    3
         830    1023    3
         831    1023    3
         832    1023    3
         833    1023    3
         834    1023    3
         835    1023    3
         836    1023    3
         838    1023    3
         839    1023    3
         840    1023    3
         842    1023    3
         843    1023    3
         844    1023    3
         845    1023    3
         846    1023    3
         847    1023    3
         848    1023    3
         849    1023    3
         850    1023    3
         851    1023    3
         852    1023    3
         853    1023    3
         854    1023    3
         856    1023    3
         861    1023    3
         862    1023    3
         864    1023    3
         865    1023    3
         866    1023    3
         867    1023    3
         869    1023    3
         871    1023    3
         872    1023    3
         874    1023    3
         876    1023    3
         878    1023    3
         879    1023    3
         880    1023    3
         884    1023    3
         886    1023    3
         887    1023    3
         888    1023    3
         889    1023    3
         890    1023    3
         900    1023    3
         921    1023    3
         924    1023    3
         927    1023    3
         945    1023    3
         991    1023    3
         994    1023    3
        1007    1023    3
        1015    1023    3
        1030    1023    3
        1094    1023    3
        1106    1023    3
        1130    1023    3
        1132    1023    3
        1133    1023    3
        1135    1023    3
        1142    1023    3
        1147    1023    3
        1148    1023    3
        1149    1023    3
        1150    1023    3
        1151    1023    3
        1152    1023    3
        1153    1023    3
        1154    1023    3
        1155    1023    3
        1156    1023    3
        1157    1023    3
        1158    1023    3
        1159    1023    3
        1160    1023    3
        1161    1023    3
        1162    1023    3
        1163    1023    3
        1164    1023    3
        1165    1023    3
        1166    1023    3
        1167    1023    3
        1168    1023    3
        1169    1023    3
        1170    1023    3
        1171    1023    3
        1172    1023    3
        1173    1023    3
        1174    1023    3
        1175    1023    3
        1177    1023    3
        1178    1023    3
        1179    1023    3
        1180    1023    3
        1181    1023    3
        1187    1023    3
        1189    1023    3
        1190    1023    3
        1192    1023    3
        1193    1023    3
        1194    1023    3
        1196    1023    3
        1197    1023    3
        1198    1023    3
        1199    1023    3
        1200    1023    3
        1202    1023    3
        1203    1023    3
        1204    1023    3
        1206    1023    3
        1207    1023    3
        1208    1023    3
        1210    1023    3
        1212    1023    3
        1214    1023    3
        1215    1023    3
        1217    1023    3
        1218    1023    3
        1220    1023    3
        1222    1023    3
        1224    1023    3
        1226    1023    3
        1228    1023    3
        1229    1023    3
        1231    1023    3
        1232    1023    3
        1234    1023    3
        1235    1023    3
        1236    1023    3
        1237    1023    3
        1238    1023    3
        1239    1023    3
        1241    1023    3
        1242    1023    3
        1243    1023    3
        1244    1023    3
        1245    1023    3
        1247    1023    3
        1250    1023    3
        1270    1023    3
        1271    1023    3
        1282    1023    3
        1285    1023    3
        1288    1023    3
        1290    1023    3
        1293    1023    3
        1298    1023    3
        1301    1023    3
           1    1023    3
           2    1023    3
           3    1023    3
           4    1023    3
           5    1023    3
           6    1023    3
           7    1023    3
           8    1023    3
           9    1023    3
          10    1023    3
          11    1023    3
          12    1023    3
          13    1023    3
          14    1023    3
          15    1023    3
          16    1023    3
          17    1023    3
          18    1023    3
          19    1023    3
          20    1023    3
          21    1023    3
          22    1023    3
          23    1023    3
          24    1023    3
          25    1023    3
          26    1023    3
          29    1023    3
          30    1023    3
          34    1023    3
          35    1023    3
          36    1023    3
          38    1023    3
          39    1023    3
          40    1023    3
          41    1023    3
          42    1023    3
          43    1023    3
          44    1023    3
          45    1023    3
          46    1023    3
          47    1023    3
          48    1023    3
          50    1023    3
          52    1023    3
          54    1023    3
          55    1023    3
          56    1023    3
          57    1023    3
          58    1023    3
          60    1023    3
          62    1023    3
          66    1023    3
          68    1023    3
          70    1023    3
          72    1023    3
          74    1023    3
          76    1023    3
          77    1023    3
          78    1023    3
          82    1023    3
          84    1023    3
          86    1023    3
          90    1023    3
          91    1023    3
          92    1023    3
          94    1023    3
          97    1023    3
          98    1023    3
         100    1023    3
         103    1023    3
