Background file generated from
/home/h01/frpw/1DVar/sim_bg/US_Standard.dat
54 fixed layers
With simulated errors based on B-matrix





x------------------- End of Header------------------------------------x
No. Background Profiles:            1
No. of Levels/Profile:             54
Unit for q:                         1  (1=ppmv, 2=kg/kg, 3=RH)
x---------------------------------------------------------------------x
Profile #    1 Follows
x---------------------------------------------------------------------x
   1050.00000    288.18886 0.774031E+04 0.266956E-01
   1033.54358    287.86411 0.742709E+04 0.266956E-01
   1013.29230    287.61882 0.733460E+04 0.267380E-01
    989.45099    286.59627 0.700860E+04 0.271240E-01
    962.25897    284.83529 0.661088E+04 0.277418E-01
    931.98499    283.26316 0.614010E+04 0.284763E-01
    898.92700    281.35258 0.581958E+04 0.293573E-01
    863.40503    279.98891 0.518671E+04 0.303989E-01
    825.75500    277.94905 0.491205E+04 0.315189E-01
    786.32800    274.68132 0.434605E+04 0.324530E-01
    745.48401    271.91352 0.313503E+04 0.329692E-01
    703.58600    268.89896 0.333445E+04 0.331581E-01
    660.99701    265.46366 0.334062E+04 0.333597E-01
    618.07098    262.26322 0.265642E+04 0.340549E-01
    575.15399    259.29541 0.197796E+04 0.358414E-01
    532.57703    255.52022 0.159423E+04 0.379403E-01
    490.65201    251.35554 0.101925E+04 0.401696E-01
    449.66800    247.28989 0.791641E+03 0.442944E-01
    409.88901    242.50699 0.678478E+03 0.499847E-01
    371.55301    237.55982 0.298355E+03 0.574627E-01
    334.86499    233.21941 0.315766E+03 0.706929E-01
    300.00000    227.58441 0.163577E+03 0.101164E+00
    267.10101    223.04332 0.975225E+02 0.133220E+00
    236.27800    218.59014 0.413711E+02 0.194160E+00
    207.60899    217.06796 0.303851E+02 0.269406E+00
    181.13901    217.15314 0.217020E+02 0.343045E+00
    156.88499    216.64247 0.186703E+02 0.427826E+00
    134.83200    216.63716 0.581246E+01 0.553900E+00
    114.94100    217.48765 0.369656E+01 0.728218E+00
     97.15050    217.62425 0.393580E+01 0.101221E+01
     81.37440    215.84329 0.385024E+01 0.141119E+01
     67.51090    216.02659 0.384624E+01 0.191614E+01
     55.44330    217.20763 0.390481E+01 0.257683E+01
     45.04300    218.05962 0.401494E+01 0.325405E+01
     36.17350    219.47232 0.416549E+01 0.400925E+01
     28.69370    220.30450 0.432952E+01 0.473830E+01
     22.46010    221.93344 0.447696E+01 0.535668E+01
     17.33080    224.82946 0.458486E+01 0.584519E+01
     13.16720    226.72129 0.468304E+01 0.637508E+01
      9.83680    228.43771 0.477276E+01 0.695716E+01
      7.21500    232.38976 0.484636E+01 0.744340E+01
      5.18640    238.62649 0.491093E+01 0.767919E+01
      3.64620    245.92596 0.497855E+01 0.755538E+01
      2.50110    253.60874 0.507072E+01 0.687411E+01
      1.66910    262.87607 0.519013E+01 0.549228E+01
      1.08010    265.75394 0.521222E+01 0.409737E+01
      0.67490    263.06019 0.515482E+01 0.289086E+01
      0.40520    257.86975 0.501804E+01 0.194955E+01
      0.23240    248.66932 0.476426E+01 0.120799E+01
      0.12630    235.35690 0.417867E+01 0.736066E+00
      0.06440    224.51886 0.361443E+01 0.468300E+00
      0.03040    213.79011 0.300570E+01 0.285068E+00
      0.01310    201.46444 0.215521E+01 0.342574E+00
      0.00500    192.48763 0.262772E+01 0.296166E+00
Surface Temperature (K):       286.75280
Surface Humidity (ppmv)  :  0.774500E+04
Skin Temperature (K):          289.78691
Surface Pressure (hPa):        1013.00000
10m U-Wind (m/s):                0.00000
10m U-Wind (m/s):                0.00000
