Background file generated from
/home/h01/frpw/1DVar/sim_bg/US_Standard.dat
51 fixed layers
With simulated errors based on B-matrix





x------------------- End of Header------------------------------------x
No. Background Profiles:            1
No. of Levels/Profile:             51
Unit for q:                         1  (1=ppmv, 2=kg/kg, 3=RH)
x---------------------------------------------------------------------x
Profile #    1 Follows
x---------------------------------------------------------------------x
   1050.00000    288.37363 0.778874E+04 0.266956E-01
   1025.00000    288.09967 0.761941E+04 0.266959E-01
   1005.42999    287.77870 0.743189E+04 0.267952E-01
    985.88000    286.49829 0.689106E+04 0.272482E-01
    957.44000    285.15917 0.650735E+04 0.278782E-01
    922.46002    283.12924 0.579257E+04 0.287372E-01
    882.79999    281.64485 0.603550E+04 0.298440E-01
    839.95001    278.76528 0.615971E+04 0.311131E-01
    795.09003    274.91396 0.514834E+04 0.322640E-01
    749.12000    271.44659 0.430068E+04 0.329313E-01
    702.72998    268.50902 0.415773E+04 0.331577E-01
    656.42999    265.35798 0.256299E+04 0.334032E-01
    610.59998    262.31980 0.176113E+04 0.343106E-01
    565.53998    258.73418 0.140107E+04 0.362965E-01
    521.46002    254.09117 0.106973E+04 0.384828E-01
    478.54001    249.92635 0.123733E+04 0.411164E-01
    436.95001    246.20484 0.817476E+03 0.459869E-01
    396.81000    241.76877 0.541387E+03 0.521424E-01
    358.28000    236.52903 0.421792E+03 0.621043E-01
    321.50000    231.69273 0.185212E+03 0.817971E-01
    286.60001    226.48594 0.100036E+03 0.111126E+00
    253.71001    221.04419 0.557347E+02 0.155974E+00
    222.94000    217.31684 0.341205E+02 0.227404E+00
    194.36000    217.09403 0.181796E+02 0.306717E+00
    167.95000    216.51202 0.750065E+01 0.383710E+00
    143.84000    216.70895 0.444224E+01 0.497182E+00
    122.04000    216.29673 0.569134E+01 0.658418E+00
    102.05000    216.47031 0.406766E+01 0.912934E+00
     85.18000    217.05696 0.385810E+01 0.130566E+01
     69.97000    216.68255 0.384309E+01 0.181772E+01
     56.73000    216.10305 0.389485E+01 0.249263E+01
     45.29000    218.30815 0.401384E+01 0.324760E+01
     35.51000    219.30205 0.417741E+01 0.406505E+01
     27.26000    221.03217 0.436003E+01 0.486724E+01
     20.40000    223.07492 0.452617E+01 0.556848E+01
     14.81000    225.33374 0.464503E+01 0.615946E+01
     10.37000    228.94947 0.476073E+01 0.687104E+01
      6.95000    233.24778 0.485010E+01 0.746552E+01
      5.00000    236.73814 0.490958E+01 0.768057E+01
      4.20000    242.83742 0.495890E+01 0.763014E+01
      3.50000    246.40212 0.498928E+01 0.747543E+01
      2.70000    252.61310 0.505788E+01 0.696829E+01
      2.20000    256.32264 0.510038E+01 0.652800E+01
      1.60000    264.15723 0.519680E+01 0.541601E+01
      1.20000    267.41582 0.520976E+01 0.439804E+01
      0.80000    267.28481 0.519864E+01 0.341966E+01
      0.50000    259.84016 0.504970E+01 0.205129E+01
      0.20000    248.17715 0.469169E+01 0.115275E+01
      0.10000    225.01622 0.360493E+01 0.476816E+00
      0.01000    203.58450 0.237166E+01 0.422453E+00
      0.00500    189.63701 0.262772E+01 0.422453E+00
Surface Temperature (K):       288.16329
Surface Humidity (ppmv)  :  0.774500E+04
Skin Temperature (K):          290.25738
Surface Pressure (hPa):        1013.00000
10m U-Wind (m/s):                0.00000
10m U-Wind (m/s):                0.00000
